Date,BTC,ETH,XRP,XLM,LTC,ADA
2019-10-10,8644,194.2,0.28168,0.06324,59.33,0.04262
2019-10-11,8779.51,196.65,0.27485,0.06269,58.42,0.04239
2019-10-12,8400,184.64,0.27729,0.06169,56.5,0.04093
2019-10-13,8451.37,184.95,0.28138,0.06248,57.69,0.04172
2019-10-14,8388.85,187.54,0.29779,0.06616,57.1,0.04205
2019-10-15,8403,188.37,0.299,0.06675,57.39,0.04191
2019-10-16,8181.16,181.44,0.29219,0.06437,55.39,0.03988
2019-10-17,8124.92,178.96,0.3038,0.06511,55.22,0.03947
2019-10-18,8115,177.44,0.30207,0.06511,55.01,0.03951
2019-10-19,8098.1,174.98,0.29952,0.06395,54.16,0.03959
2019-10-20,8297,176.88,0.29615,0.06388,55.46,0.0395
2019-10-21,8333,177.9,0.2942,0.0641,55.74,0.03949
2019-10-22,8297.99,175.04,0.30278,0.06477,55.09,0.03998
2019-10-23,8047.59,171.49,0.29127,0.06349,53.44,0.0388
2019-10-24,7503.68,163.72,0.28,0.0616,50.32,0.03796
2019-10-25,8799,187.78,0.3081,0.06616,58.7,0.04202
2019-10-26,10370,197.74,0.312,0.0674,63.37,0.04329
2019-10-27,9794.98,188.7,0.30213,0.0658,62.85,0.04342
2019-10-28,9902.1,189.48,0.3051,0.06919,62.47,0.04492
2019-10-29,9550,192.74,0.30972,0.06998,60.75,0.044
2019-10-30,9409.84,191.71,0.30636,0.06706,61.05,0.0445
2019-10-31,9405,185.27,0.29874,0.06514,59.56,0.04229
2019-11-01,9279,184.5,0.2946,0.07242,58.8,0.04259
2019-11-02,9373.74,186,0.2975,0.07135,59.19,0.04259
2019-11-03,9362.57,184.7,0.29614,0.07196,58.75,0.04257
2019-11-04,9513.68,188.64,0.2999,0.07939,62.4,0.04346
2019-11-05,9454.95,192.51,0.30443,0.08876,64.15,0.0448
2019-11-06,9440.91,195.09,0.31367,0.08282,64.33,0.04603
2019-11-07,9375,192.27,0.3149,0.07716,64.33,0.04491
2019-11-08,9261,188.26,0.291,0.07693,62.49,0.04382
2019-11-09,8880,185.79,0.28156,0.07331,62.37,0.04281
2019-11-10,9147.19,191.58,0.284,0.08144,66.19,0.04416
2019-11-11,9072.32,190.19,0.28106,0.081,64.33,0.044
2019-11-12,8888,187.65,0.27641,0.0827,62.25,0.04456
2019-11-13,8844.99,189.66,0.27563,0.07757,62.05,0.04394
2019-11-14,8800,188.72,0.27294,0.0762,61.1,0.04342
2019-11-15,8790,186.7,0.26952,0.07506,60.75,0.04452
2019-11-16,8543,183.46,0.26444,0.07228,58.98,0.04478
2019-11-17,8635,186.09,0.266,0.07294,59.97,0.04592
2019-11-18,8503.52,184.06,0.26318,0.0716,59.3,0.04624
2019-11-19,8218.63,178.52,0.25654,0.06698,56.23,0.04345
2019-11-20,8264.29,177.41,0.25861,0.0662,56.16,0.04236
2019-11-21,8134.73,175.85,0.25349,0.06405,55.29,0.04111
2019-11-22,7750,162.79,0.2459,0.0613,51.55,0.03866
2019-11-23,7344.48,154.33,0.23541,0.06218,48.53,0.03836
2019-11-24,7330.39,152.86,0.23466,0.06207,48.24,0.03869
2019-11-25,7377.69,151.5,0.225,0.05961,47.42,0.03734
2019-11-26,7340,149.97,0.2219,0.05819,47.57,0.03717
2019-11-27,7655,155.54,0.2295,0.0595,48.69,0.03992
2019-11-28,7643,154.63,0.22946,0.05903,48,0.0398
2019-11-29,7850,157.6,0.23229,0.05999,49.33,0.042
2019-11-30,7810,155.25,0.23192,0.0593,48.76,0.04212
2019-12-01,7541.85,152.49,0.2255,0.05765,48.45,0.04035
2019-12-02,7420.56,151.42,0.22623,0.05729,47.57,0.03959
2019-12-03,7400,149.93,0.22182,0.05658,46.22,0.0388
2019-12-04,7750,151.98,0.22491,0.05741,46.98,0.03878
2019-12-05,7485,149.02,0.2262,0.05565,45.21,0.03816
2019-12-06,7590.03,149.77,0.2268,0.05599,45.5,0.0383
2019-12-07,7619.62,149.49,0.228,0.05593,46.5,0.03911
2019-12-08,7564,151.62,0.232,0.05596,46.2,0.03887
2019-12-09,7650,151.19,0.23083,0.05618,45.87,0.03881
2019-12-10,7407.6,148.57,0.2256,0.05459,44.67,0.03834
2019-12-11,7275.5,146.34,0.22365,0.05373,44.46,0.03717
2019-12-12,7295,145.85,0.22322,0.05324,44.11,0.03696
2019-12-13,7309.05,146,0.22074,0.05302,44.55,0.0374
2019-12-14,7271.77,145.07,0.22086,0.05288,44.67,0.03732
2019-12-15,7200.3,144.12,0.21939,0.05144,44.04,0.03666
2019-12-16,7150,142.72,0.21747,0.05109,43.56,0.03655
2019-12-17,6942.21,132.98,0.20568,0.04714,40.13,0.03415
2019-12-18,7440,134.87,0.2,0.04782,41.71,0.03469
2019-12-19,7380,134,0.19706,0.04697,41.1,0.03473
2019-12-20,7220,129.39,0.19787,0.04654,40.41,0.0342
2019-12-21,7190.58,128.4,0.19617,0.04645,40.22,0.03393
2019-12-22,7518.54,133.07,0.19665,0.04732,42.16,0.0345
2019-12-23,7695.38,135.1,0.19974,0.04749,42.67,0.03462
2019-12-24,7436.68,129.69,0.19413,0.04583,41.13,0.03461
2019-12-25,7271.77,127.84,0.19137,0.04505,40.48,0.03406
2019-12-26,7435,132.26,0.1941,0.04568,41.73,0.03495
2019-12-27,7275.86,127.1,0.19015,0.04609,41.5,0.0344
2019-12-28,7365.01,129.68,0.19469,0.0465,43.76,0.03419
2019-12-29,7528.45,138.07,0.1985,0.04672,43.76,0.03467
2019-12-30,7408.24,136.24,0.1979,0.04683,44.18,0.0344
2019-12-31,7320,133.68,0.19422,0.04574,43.05,0.03382
2020-01-01,7255,133.05,0.19526,0.04552,42.08,0.0338
2020-01-02,7212.5,130.78,0.19304,0.04544,41.74,0.03348
2020-01-03,7405,135.14,0.19395,0.04568,42.39,0.03446
2020-01-04,7404,135.85,0.19363,0.04585,42.9,0.0345
2020-01-05,7495,138.19,0.19722,0.04625,44.61,0.03527
2020-01-06,7795.34,144.41,0.22396,0.05049,46.08,0.03736
2020-01-07,8207.68,145.31,0.2255,0.05103,47.03,0.03808
2020-01-08,8455,147.77,0.21836,0.0494,48.54,0.03875
2020-01-09,8055.96,141.5,0.20877,0.04818,45.79,0.03637
2020-01-10,8199,145.17,0.21318,0.04818,49.72,0.03709
2020-01-11,8286.34,148.05,0.21994,0.04956,51.95,0.0378
2020-01-12,8197,146.6,0.21713,0.04932,51.75,0.03792
2020-01-13,8196,147,0.2156,0.04906,51.6,0.03795
2020-01-14,8880,171.7,0.24526,0.05532,60.8,0.04277
2020-01-15,8916.48,171.98,0.24356,0.05674,60.33,0.04324
2020-01-16,8859.81,167.4,0.23501,0.05511,58.5,0.0433
2020-01-17,9041.65,174.81,0.24453,0.06457,63.26,0.04595
2020-01-18,8988.88,179.5,0.25456,0.06626,62.5,0.04583
2020-01-19,9198.98,178.05,0.25175,0.0664,62.55,0.046
2020-01-20,8746.99,169.33,0.23672,0.06516,58.29,0.04435
2020-01-21,8789,170.32,0.242,0.06478,58.09,0.04684
2020-01-22,8818,171.47,0.23996,0.06395,59.33,0.04655
2020-01-23,8691.81,168.2,0.23746,0.06143,58.4,0.0459
2020-01-24,8528.02,164.45,0.2263,0.05842,55.41,0.04539
2020-01-25,8451.26,162.79,0.22271,0.05729,54.41,0.04525
2020-01-26,8618.13,168.08,0.23276,0.05863,56.68,0.04478
2020-01-27,9000,172.56,0.23393,0.06097,59.65,0.04903
2020-01-28,9400,176.2,0.24162,0.06224,61.61,0.05471
2020-01-29,9449.24,178.45,0.24197,0.06304,62.56,0.05771
2020-01-30,9578,187,0.24669,0.06319,70.22,0.0573
2020-01-31,9530.22,185.82,0.24486,0.06298,70.1,0.0568
2020-02-01,9464.53,184.28,0.24304,0.06253,73,0.05723
2020-02-02,9477.03,193.43,0.26163,0.06617,73.5,0.0587
2020-02-03,9618.79,195.19,0.2595,0.066,73,0.05785
2020-02-04,9350,191.6,0.271,0.06758,70.5,0.05788
2020-02-05,9744.45,207.61,0.2824,0.06964,73.47,0.06019
2020-02-06,9862.57,216.33,0.28856,0.07185,75.08,0.06088
2020-02-07,9885,225,0.28832,0.07366,75.48,0.06279
2020-02-08,9940,227.75,0.28223,0.0722,77.94,0.06135
2020-02-09,10166,230.65,0.28924,0.07396,78.43,0.0624
2020-02-10,10188,229.4,0.28322,0.07375,77.48,0.0621
2020-02-11,10323.59,239.15,0.2835,0.07467,77.4,0.0635
2020-02-12,10450,275.34,0.309,0.0825,82.81,0.07034
2020-02-13,10500,277.69,0.34,0.08769,84.32,0.07231
2020-02-14,10381.56,287.15,0.33942,0.08725,83.79,0.07127
2020-02-15,10375,288.41,0.34676,0.08886,83.5,0.07136
2020-02-16,10050,274,0.31892,0.08145,80.77,0.06713
2020-02-17,9964.16,268.77,0.29511,0.07517,75.5,0.0627
2020-02-18,10250,285.88,0.30273,0.07685,79.09,0.06373
2020-02-19,10250,285,0.30777,0.07949,79.45,0.063
2020-02-20,9699,264.33,0.28168,0.07166,72.43,0.05894
2020-02-21,9755.51,268.24,0.27898,0.07286,75.25,0.06
2020-02-22,9709.17,266.81,0.2785,0.07163,76.79,0.05909
2020-02-23,9990,275.68,0.28467,0.0733,80,0.062
2020-02-24,9990,277.2,0.28425,0.07355,79.76,0.0618
2020-02-25,9675,266.22,0.271,0.0693,76.08,0.05916
2020-02-26,9377.44,250.32,0.25512,0.0647,72.15,0.05667
2020-02-27,8971.77,238.3,0.24722,0.06285,65.1,0.05217
2020-02-28,8900,234.67,0.244,0.06152,63.39,0.05134
2020-02-29,8790,233,0.24244,0.05993,61.65,0.05
2020-03-01,8750,227.89,0.23607,0.0587,60.28,0.04831
2020-03-02,8965.75,234.4,0.24149,0.06016,62.32,0.0498
2020-03-03,8919.65,232.46,0.2397,0.06032,62.4,0.04941
2020-03-04,8848.29,228.85,0.23839,0.05916,61.78,0.05034
2020-03-05,9159.42,234.09,0.2432,0.06096,63.29,0.05229
2020-03-06,9170,245.16,0.24629,0.06138,63.84,0.05174
2020-03-07,9188,251.93,0.245,0.0615,63.89,0.05186
2020-03-08,8886.76,237.23,0.23624,0.05827,60.47,0.04876
2020-03-09,8179.31,208.62,0.2115,0.05241,52.27,0.044
2020-03-10,8149,206.2,0.21567,0.05324,51.39,0.04299
2020-03-11,7980,203.18,0.2138,0.05263,50.74,0.04182
2020-03-12,7966.17,195.55,0.20988,0.05066,48.76,0.03983
2020-03-13,5955,139.68,0.16614,0.04155,39.92,0.02938
2020-03-14,5640.52,134.68,0.161,0.04041,37.65,0.0289
2020-03-15,5940,133.5,0.16422,0.04046,38.73,0.02904
2020-03-16,5365.42,124.33,0.15338,0.03812,36.41,0.02697
2020-03-17,5525,120.8,0.1519,0.03824,35.85,0.0265
2020-03-18,5436.17,118.5,0.14938,0.03793,34.83,0.02653
2020-03-19,6400,143.13,0.17257,0.04275,40.8,0.03198
2020-03-20,6900,152.55,0.175,0.04446,43.69,0.03396
2020-03-21,6456.98,137.49,0.16196,0.04105,39.84,0.03067
2020-03-22,6407.87,137.13,0.16178,0.04058,39.69,0.03044
2020-03-23,6600,137.5,0.16163,0.04,39.99,0.02993
2020-03-24,6833,143.36,0.16387,0.04066,40.95,0.03041
2020-03-25,6957.96,142.33,0.16524,0.04098,41.04,0.03043
2020-03-26,6780,139.74,0.17742,0.04297,40.48,0.03102
2020-03-27,6842.59,141.27,0.18724,0.0434,41.21,0.03143
2020-03-28,6360,132.97,0.17984,0.04079,39.43,0.02998
2020-03-29,6266,131.84,0.1767,0.04014,39.11,0.02999
2020-03-30,6599,135.42,0.17546,0.04111,39.7,0.03044
2020-03-31,6523.23,135,0.17789,0.04104,39.32,0.03067
2020-04-01,6679.94,136.99,0.1763,0.04095,39.5,0.03097
2020-04-02,7198,149.76,0.1865,0.04321,42.92,0.03352
2020-04-03,7048,146.72,0.18277,0.04217,41.26,0.03272
2020-04-04,6990.41,146.28,0.18365,0.04245,41.16,0.03272
2020-04-05,6895.54,145.58,0.18206,0.04355,41,0.03256
2020-04-06,7355.14,172,0.19834,0.05005,45.09,0.03611
2020-04-07,7459.69,176.22,0.20519,0.05172,47.64,0.03695
2020-04-08,7420,174.48,0.20294,0.05142,47.2,0.03683
2020-04-09,7371.92,173.38,0.20231,0.05252,46.86,0.0366
2020-04-10,7295.75,170.1,0.19872,0.05229,46.39,0.0362
2020-04-11,6944.3,161.37,0.19213,0.05,43.16,0.0341
2020-04-12,7177,164.78,0.19567,0.05141,43.58,0.03489
2020-04-13,6903.79,158.97,0.18947,0.04894,41.99,0.03353
2020-04-14,6978,161.85,0.18931,0.049,41.85,0.03376
2020-04-15,6933,161.29,0.18973,0.04869,41.75,0.0337
2020-04-16,7190,174.79,0.19399,0.04985,43.78,0.035
2020-04-17,7148.12,174.96,0.19185,0.04954,43.01,0.03494
2020-04-18,7293.08,189.54,0.19715,0.05104,44.43,0.037
2020-04-19,7266.15,188.35,0.19638,0.05069,44.3,0.03675
2020-04-20,7220,186.46,0.19453,0.05337,43.24,0.0366
2020-04-21,6940,174.7,0.18637,0.05181,41.34,0.035
2020-04-22,7156.38,184,0.18964,0.05499,42.32,0.03668
2020-04-23,7738,193.63,0.19951,0.06629,43.91,0.04257
2020-04-24,7615.96,189.8,0.19695,0.0662,44.99,0.04473
2020-04-25,7705,198.36,0.19776,0.06335,45.58,0.04358
2020-04-26,7700,200,0.19775,0.06295,45.39,0.04616
2020-04-27,7792.02,199.05,0.19979,0.06874,45.23,0.04765
2020-04-28,7780,198.5,0.21806,0.07148,46.13,0.0481
2020-04-29,8952.89,218.77,0.23075,0.07295,49.91,0.052
2020-04-30,9460,227.3,0.2359,0.0745,50.8,0.05439
2020-05-01,9059.18,217.14,0.22418,0.07365,48.27,0.05187
2020-05-02,9010,215.37,0.22575,0.07634,49.6,0.05147
2020-05-03,9200,219.3,0.22667,0.07713,50.02,0.05169
2020-05-04,8950,210.65,0.22057,0.07438,48.2,0.05027
2020-05-05,9118.58,211.68,0.22213,0.07443,47.76,0.0506
2020-05-06,9395,210.77,0.2224,0.0732,47.55,0.05119
2020-05-07,10067,215.1,0.2211,0.07358,48.22,0.05158
2020-05-08,10035.96,216.61,0.22199,0.0745,48.43,0.05376
2020-05-09,9914.25,214.6,0.225,0.07365,49.1,0.05308
2020-05-10,9574.83,210.18,0.21651,0.07148,47.04,0.05156
2020-05-11,9168,193.5,0.20031,0.06523,42.9,0.05
2020-05-12,8978.26,192.24,0.2001,0.07046,42.88,0.05118
2020-05-13,9398,201,0.20429,0.0709,43.74,0.05227
2020-05-14,9939,206.02,0.20636,0.07073,44.38,0.052
2020-05-15,9845.62,204.08,0.20467,0.06989,44.14,0.05197
2020-05-16,9588,203.5,0.2025,0.06859,43.89,0.05141
2020-05-17,9888,209.85,0.20465,0.07167,44.49,0.05225
2020-05-18,9950,217.07,0.20805,0.07135,46.59,0.055
2020-05-19,9897.21,215.95,0.20668,0.07029,45.8,0.057
2020-05-20,9842,215.75,0.20624,0.07214,46.14,0.0576
2020-05-21,9578.47,211.64,0.20305,0.0718,44.62,0.0576
2020-05-22,9271,209.19,0.2025,0.06939,44.68,0.057
2020-05-23,9307.85,211.2,0.20216,0.06923,44.74,0.05648
2020-05-24,9298,210.55,0.20122,0.06825,44.55,0.05616
2020-05-25,8979.66,205.67,0.19719,0.06625,43.32,0.05434
2020-05-26,9017.67,205,0.19695,0.0664,43.07,0.05417
2020-05-27,9225,208.44,0.20048,0.06766,44.05,0.05595
2020-05-28,9625.47,220.5,0.20095,0.06991,44.88,0.06766
2020-05-29,9605.26,224.79,0.20292,0.06989,45.29,0.06667
2020-05-30,9740,247,0.208,0.07311,48.08,0.07748
2020-05-31,9700,245.39,0.21356,0.07648,47.84,0.0865
2020-06-01,10380,250.68,0.21268,0.07637,48.81,0.08306
2020-06-02,10228.99,253.8,0.2147,0.08444,49.96,0.08248
2020-06-03,9690,245,0.20487,0.08334,47.5,0.0861
2020-06-04,9881.63,246.6,0.20724,0.08631,48.1,0.09039
2020-06-05,9854.75,247.87,0.20585,0.08299,47.98,0.08914
2020-06-06,9735,244.7,0.20484,0.08114,47.24,0.0873
2020-06-07,9802,245.37,0.20496,0.08074,46.98,0.08867
2020-06-08,9800,247.7,0.20444,0.08037,46.79,0.08695
2020-06-09,9877,249.82,0.20528,0.08032,46.84,0.08678
2020-06-10,9992.72,250.28,0.20388,0.07923,47.19,0.08399
2020-06-11,9964,250.09,0.2036,0.07928,46.96,0.08512
2020-06-12,9557.12,239.38,0.19505,0.07482,45.36,0.0809
2020-06-13,9494.73,238.73,0.19379,0.07433,45.22,0.07959
2020-06-14,9480.99,238.59,0.19249,0.07412,45.11,0.07918
2020-06-15,9495,233.55,0.19344,0.07173,44.09,0.07984
2020-06-16,9589,236,0.19404,0.07205,44.22,0.07978
2020-06-17,9565,237.3,0.19895,0.0742,45.04,0.08398
2020-06-18,9489,234.65,0.19325,0.07219,44.23,0.08454
2020-06-19,9438.3,231.95,0.19036,0.07095,43.73,0.0819
2020-06-20,9395,230.85,0.18897,0.07039,43.85,0.08023
2020-06-21,9422,231.49,0.18848,0.07023,43.83,0.08099
2020-06-22,9780,246.89,0.19051,0.07202,44.67,0.08396
2020-06-23,9720,244.87,0.19042,0.07231,44.49,0.08445
2020-06-24,9670,249.24,0.19016,0.07256,44.69,0.08723
2020-06-25,9340,235.39,0.18414,0.06897,43,0.08351
2020-06-26,9298,233.61,0.18694,0.0686,43.6,0.08181
2020-06-27,9196.24,231.42,0.1835,0.06715,43.12,0.081
2020-06-28,9191,227.96,0.17983,0.06506,42.05,0.08109
2020-06-29,9238,229.96,0.17939,0.0654,42.29,0.08444
2020-06-30,9205,228.7,0.17775,0.06741,42.07,0.0847
2020-07-01,9292,232.71,0.17814,0.06943,42.01,0.09708
2020-07-02,9261.96,232.01,0.1777,0.07097,41.9,0.09685
2020-07-03,9125,228.13,0.17865,0.06873,41.7,0.1021
2020-07-04,9190,230.71,0.17964,0.0686,42.23,0.10118
2020-07-05,9145.24,229.85,0.1788,0.06808,42.2,0.10005
2020-07-06,9375,242,0.18934,0.07219,44.31,0.10676
2020-07-07,9379.42,243.77,0.18969,0.07435,44.49,0.11916
2020-07-08,9470,248.88,0.20669,0.08559,45.62,0.13877
2020-07-09,9440.79,247.9,0.21186,0.09835,45.87,0.12993
2020-07-10,9317.48,242.16,0.20272,0.09112,44.64,0.12428
2020-07-11,9299.28,241.67,0.20482,0.10144,44.77,0.12726
2020-07-12,9345,244,0.20401,0.09785,45.3,0.12849
2020-07-13,9343.82,245.33,0.2066,0.09827,45.59,0.136
2020-07-14,9279.54,242.09,0.19978,0.09278,44.09,0.135
2020-07-15,9276.49,241.45,0.1999,0.09651,44.06,0.13283
2020-07-16,9226.15,239.39,0.19756,0.10404,43.49,0.13333
2020-07-17,9186.83,234.84,0.19824,0.10774,42.49,0.12671
2020-07-18,9219.3,236.8,0.20203,0.10452,42.9,0.12475
2020-07-19,9232.27,239.92,0.20205,0.10247,42.89,0.12475
2020-07-20,9221.52,239.72,0.20019,0.10187,42.79,0.12431
2020-07-21,9437.73,246.66,0.201,0.09838,44.11,0.12468
2020-07-22,9544,269.61,0.20441,0.09803,45.12,0.12466
2020-07-23,9664,279.98,0.21584,0.10143,45.63,0.12607
2020-07-24,9637,287.34,0.20855,0.09824,44.96,0.12437
2020-07-25,9732.9,308.94,0.21756,0.10148,49.52,0.14588
2020-07-26,10111,318.75,0.22499,0.10588,50.79,0.15464
2020-07-27,11394.86,333.31,0.23,0.1,55.83,0.14983
2020-07-28,11242.23,326.8,0.23476,0.09847,57.92,0.15101
2020-07-29,11342.82,325,0.25,0.0997,56.97,0.14998
2020-07-30,11170,342,0.24954,0.0976,58.61,0.1426
2020-07-31,11444,349.45,0.26042,0.09708,59.26,0.14133
2020-08-01,11861,392.67,0.29739,0.10891,62.23,0.14691
2020-08-02,12123.46,415.85,0.32628,0.11629,65.17,0.1485
2020-08-03,11473,398,0.31999,0.10927,60.03,0.1393
2020-08-04,11414.98,402.98,0.31926,0.11165,59.62,0.14825
2020-08-05,11780.93,407,0.30813,0.11151,59.77,0.14533
2020-08-06,11900,403.66,0.31126,0.10817,60.68,0.14585
2020-08-07,11909.94,398.26,0.31037,0.10787,61.08,0.14746
2020-08-08,11808.27,397.05,0.2987,0.10433,58.55,0.14788
2020-08-09,11797.11,400,0.29839,0.10718,58.67,0.1523
2020-08-10,12067.35,399.18,0.30008,0.10689,59.4,0.14653
2020-08-11,11935,398.21,0.30736,0.10846,59.67,0.1445
2020-08-12,11617.52,389.23,0.28737,0.10237,55.05,0.13787
2020-08-13,11792.96,431.49,0.29561,0.10255,57.3,0.14212
2020-08-14,11850,444.71,0.3073,0.10716,57.85,0.14117
2020-08-15,11980,442.94,0.30537,0.10928,60.87,0.1418
2020-08-16,11931.72,436.99,0.3048,0.11587,64.6,0.13961
2020-08-17,12468,446,0.32689,0.11948,68.88,0.14484
2020-08-18,12387.77,433.81,0.32156,0.11682,68.37,0.144
2020-08-19,12020.08,426.75,0.30616,0.10941,67.15,0.13832
2020-08-20,11888,418.98,0.29465,0.10733,63.68,0.13453
2020-08-21,11878,418.68,0.29585,0.10936,63.9,0.13436
2020-08-22,11686,397.04,0.28663,0.10264,60.54,0.12618
2020-08-23,11718.07,396.95,0.28808,0.10311,61.63,0.1259
2020-08-24,11824.9,410.42,0.292,0.10651,63.01,0.12707
2020-08-25,11767.85,409.06,0.28959,0.10313,62.29,0.12395
2020-08-26,11539.32,392.91,0.28078,0.10045,59.1,0.11819
2020-08-27,11592.2,397.1,0.27833,0.09877,59.24,0.11583
2020-08-28,11542.65,398,0.2732,0.09673,58.28,0.11166
2020-08-29,11580.02,405.69,0.27685,0.09746,58.18,0.11796
2020-08-30,11719,429.89,0.28389,0.0985,62.95,0.11879
2020-08-31,11800.77,439,0.2845,0.09899,63.7,0.1268
2020-09-01,12050.85,488.84,0.29884,0.10096,64.31,0.12812
2020-09-02,11954.57,481.39,0.304,0.09986,63.19,0.12642
2020-09-03,11462.6,450.7,0.2765,0.09292,58.62,0.11693
2020-09-04,10627.05,400.21,0.26582,0.08276,52.38,0.10399
2020-09-05,10565.68,395,0.25951,0.08292,51.32,0.10398
2020-09-06,10347.14,360,0.24358,0.07895,49.25,0.09614
2020-09-07,10410.75,358.51,0.24292,0.07921,49.18,0.09421
2020-09-08,10438,356.58,0.24365,0.0795,49.35,0.09699
2020-09-09,10343,359,0.24278,0.07975,48.81,0.09575
2020-09-10,10483.35,377.25,0.24871,0.08318,49.45,0.0995
2020-09-11,10397.6,375.27,0.2444,0.08425,49.59,0.09755
2020-09-12,10477.97,388.57,0.24879,0.0847,51.31,0.0985
2020-09-13,10580.11,390.43,0.2535,0.08466,51.04,0.09981
2020-09-14,10750,384.64,0.2484,0.08201,49.65,0.09787
2020-09-15,10930.04,382.47,0.2494,0.08152,50.37,0.09804
2020-09-16,11093,373.45,0.25117,0.08143,48.75,0.09334
2020-09-17,11045.46,394.14,0.2586,0.08228,49.67,0.09475
2020-09-18,11038.03,392.58,0.25522,0.08074,49.07,0.09415
2020-09-19,11179.79,388.72,0.25497,0.07941,49.03,0.09325
2020-09-20,11080.64,385.45,0.25125,0.07864,48.51,0.09223
2020-09-21,10988.86,376.8,0.24809,0.07743,47.64,0.09017
2020-09-22,10572.71,346.91,0.23459,0.07229,44.79,0.08335
2020-09-23,10537.15,344.65,0.2352,0.0723,45.14,0.0828
2020-09-24,10795.24,353.1,0.23401,0.07087,45.29,0.08376
2020-09-25,10760.53,358,0.24477,0.07561,46.58,0.09867
2020-09-26,10820.94,356.4,0.24568,0.07645,46.56,0.09997
2020-09-27,10799,362.14,0.24474,0.07447,46.62,0.10273
2020-09-28,10950,368.2,0.24851,0.07606,47.14,0.10671
2020-09-29,10867.54,360.63,0.24662,0.07503,45.85,0.1036
2020-09-30,10849.34,361.5,0.24289,0.0751,46.7,0.10175
2020-10-01,10920,370.45,0.24452,0.0763,48.46,0.10465
2020-10-02,10664.64,354.55,0.23937,0.07392,46.97,0.1004
2020-10-03,10603.56,351,0.23499,0.0721,45.97,0.09532
2020-10-04,10696.87,354.45,0.25024,0.07343,47.07,0.09804
2020-10-05,10798,356.1,0.25442,0.07408,47.08,0.09948
2020-10-06,10800,355.1,0.25932,0.0755,48.25,0.09864
2020-10-07,10681.87,342.85,0.25141,0.0733,46.96,0.09449
2020-10-08,10950,353.32,0.25297,0.0735,47.5,0.09731
2020-10-09,11104.64,368.33,0.25665,0.07583,48.2,0.10255
2020-10-10,11491,378.4,0.26071,0.07846,50.46,0.11151
2020-10-11,11445,377.6,0.25842,0.07881,51.27,0.10899
2020-10-12,11720.01,394.8,0.25826,0.07917,51.5,0.11369
2020-10-13,11557,387.75,0.25997,0.07761,50.71,0.11428
2020-10-14,11547.98,387.41,0.2584,0.0768,51.04,0.11238
2020-10-15,11617.34,381.79,0.25014,0.07441,50.24,0.10782
2020-10-16,11541.15,379.83,0.24787,0.07919,49.84,0.10733
2020-10-17,11402.42,370.46,0.24329,0.084,47.64,0.10739
2020-10-18,11505,378.64,0.24362,0.08212,47.98,0.10761
2020-10-19,11823.99,384.32,0.24945,0.08734,48.44,0.1111
2020-10-20,12038.38,380.73,0.25039,0.08683,48.46,0.10883
2020-10-21,13217.68,401.49,0.25555,0.08641,55,0.10858
2020-10-22,13185,420.73,0.26357,0.0879,56.31,0.11279
2020-10-23,13027.69,419.33,0.25921,0.08642,57,0.11228
2020-10-24,13166.73,416.66,0.25763,0.08619,59.64,0.1099
2020-10-25,13350,417.4,0.25714,0.08574,60,0.10879
2020-10-26,13238.81,411.11,0.2591,0.08451,59.31,0.1076
2020-10-27,13789.29,410.25,0.25398,0.08318,59.06,0.10568
2020-10-28,13859.48,409.2,0.25666,0.08222,60.55,0.10331
2020-10-29,13642.91,393.72,0.24702,0.07892,56.57,0.10082
2020-10-30,13669.98,391.97,0.24402,0.07857,55.78,0.09569
2020-10-31,14100,394.88,0.24351,0.07979,56.5,0.09555
2020-11-01,13895,398.29,0.24138,0.07869,56.19,0.09868
2020-11-02,13830,404.5,0.2452,0.0795,56.84,0.10004
2020-11-03,14066.11,390,0.24425,0.07626,54.37,0.09417
2020-11-04,14259,408.39,0.24045,0.0757,55.24,0.09628
2020-11-05,15750,420.4,0.24743,0.08253,59.73,0.0981
2020-11-06,15960,458.27,0.2614,0.0854,63.68,0.11
2020-11-07,15753.52,468.28,0.26733,0.08625,64.77,0.11387
2020-11-08,15650,460.1,0.25701,0.08288,62.03,0.10832
2020-11-09,15840,459.1,0.2562,0.08215,61.86,0.10799
2020-11-10,15460,455,0.265,0.08251,59.6,0.10915
2020-11-11,15965,476.25,0.26,0.08221,60.53,0.1089
2020-11-12,16340.7,470,0.25818,0.08106,60.82,0.10667
2020-11-13,16480,478.01,0.2659,0.08266,66.66,0.10798
2020-11-14,16326.99,477.47,0.2777,0.08441,66.32,0.1073
2020-11-15,16180,462.89,0.27677,0.08217,64.43,0.10527
2020-11-16,16880,466,0.28998,0.08275,74.62,0.10499
2020-11-17,17858.82,484.88,0.305,0.08858,77,0.11246
2020-11-18,18476.93,495.31,0.30818,0.08701,77.13,0.11161
2020-11-19,18179.8,480.75,0.30659,0.08638,83.4,0.10816
2020-11-20,18815.22,514.4,0.33091,0.08868,85.63,0.119
2020-11-21,18965.9,553.32,0.4695,0.11016,88.5,0.13472
2020-11-22,18750,580.88,0.49659,0.11488,87.92,0.15352
2020-11-23,18766,610.85,0.61984,0.1327,90.93,0.15925
2020-11-24,19418.97,623,0.78068,0.199,94.02,0.183
2020-11-25,19484.21,606,0.725,0.23179,90.76,0.17549
2020-11-26,18915.03,577.14,0.652,0.20497,83.29,0.16085
